标题,个人评分,打分日期,我的短评,上映日期,制片国家,条目链接
"剪刀手爱德华 / Edward Scissorhands","4","2019/01/26","","1990/12/06","美国","https://movie.douban.com/subject/1292370/"
"沉默的羔羊 / The Silence of the Lambs","4","2019/01/26","","1991/02/14","美国","https://movie.douban.com/subject/1293544/"
"心灵捕手 / Good Will Hunting","5","2019/01/26","","1997/12/05","美国","https://movie.douban.com/subject/1292656/"
"猫鼠游戏 / Catch Me If You Can","5","2019/01/26","","2002/12/16","洛杉矶首映","https://movie.douban.com/subject/1305487/"
"布达佩斯大饭店 / The Grand Budapest Hotel","5","2019/01/26","","2014/02/06","柏林电影节","https://movie.douban.com/subject/11525673/"
"禁闭岛 / Shutter Island","4","2019/01/26","","2010/02/13","柏林电影节","https://movie.douban.com/subject/2334904/"
"第六感 / The Sixth Sense","4","2019/01/26","","1999/08/06","美国","https://movie.douban.com/subject/1297630/"
"致命ID / Identity","3","2019/01/26","","2003/04/25","美国","https://movie.douban.com/subject/1297192/"
"加勒比海盗 / Pirates of the Caribbean: The Curse of the Black ...","4","2019/01/26","","2003/07/09","美国","https://movie.douban.com/subject/1298070/"
"加勒比海盗2：亡灵的宝藏 / Pirates of the Caribbean: Dead Man's...","4","2019/01/26","","2006/07/07","美国","https://movie.douban.com/subject/1315574/"
"加勒比海盗3：世界的尽头 / Pirates of the Caribbean: At World's...","4","2019/01/26","","2007/05/25","美国","https://movie.douban.com/subject/1418192/"
"加勒比海盗4：惊涛怪浪 / Pirates of the Caribbean: On Stranger ...","4","2019/01/26","","2011/05/20","美国","https://movie.douban.com/subject/3227410/"
"纳尼亚传奇1：狮子、女巫和魔衣橱 / The Chronicles of Narnia: Th...","4","2019/01/26","","2005/12/09","美国","https://movie.douban.com/subject/1309052/"
"纳尼亚传奇2：凯斯宾王子 / The Chronicles of Narnia: Prince Cas...","4","2019/01/26","","2008/05/16","美国","https://movie.douban.com/subject/1585236/"
"纳尼亚传奇3：黎明踏浪号 / The Chronicles of Narnia: The Voyage...","3","2019/01/26","","2010/12/10","美国","https://movie.douban.com/subject/2131291/"
"摩登时代 / Modern Times","5","2019/01/26","","1936/02/25","美国","https://movie.douban.com/subject/1294371/"
"爱在黎明破晓前 / Before Sunrise","5","2019/01/26","","1995/01/27","美国","https://movie.douban.com/subject/1296339/"
"爱在日落黄昏时 / Before Sunset","5","2019/01/26","","2004/02/10","柏林电影节","https://movie.douban.com/subject/1291990/"
"爱在午夜降临前 / Before Midnight","5","2019/01/26","","2013/06/14","美国","https://movie.douban.com/subject/10808442/"
"攻壳机动队 / Ghost in the Shell","1","2019/01/25","","2017/03/29","法国","https://movie.douban.com/subject/25818101/"
"云图 / Cloud Atlas","3","2019/01/22","","2012/10/26","美国","https://movie.douban.com/subject/3530403/"
"美国往事 / Once Upon a Time in America","5","2019/01/15","","1984/02/17","波士顿首映","https://movie.douban.com/subject/1292262/"
"香水 / Perfume: The Story of a Murderer","3","2019/01/15","","2006/09/07","德国","https://movie.douban.com/subject/1760622/"
"彗星来的那一夜 / Coherence","4","2019/01/15","","2013/09/19","奇幻电影节","https://movie.douban.com/subject/25807345/"
"房间 / Room","3","2019/01/15","","2015/09/04","特柳赖德电影节","https://movie.douban.com/subject/25724855/"
"黑暗面 / La cara oculta","4","2019/01/15","","2011/09/16","西班牙","https://movie.douban.com/subject/6536180/"
"女巫 / The VVitch: A New-England Folktale","3","2019/01/15","","2015/10/12","伦敦电影节","https://movie.douban.com/subject/26276364/"
"它在身后 / It Follows","3","2019/01/15","","2014/05/17","戛纳电影节","https://movie.douban.com/subject/25870483/"
"阿提克斯研究所 / The Atticus Institute","3","2019/01/15","","","","https://movie.douban.com/subject/26299479/"
"异形 / Alien","4","2019/01/15","","1979/05/25","美国","https://movie.douban.com/subject/1300868/"
"异形2 / Aliens","4","2019/01/15","","1986/07/18","美国","https://movie.douban.com/subject/1293792/"
"异形4 / Alien: Resurrection","2","2019/01/15","","1997/11/06","巴黎首映","https://movie.douban.com/subject/1299153/"
"异形3 / Alien³","3","2019/01/15","","1992/05/22","美国","https://movie.douban.com/subject/1297929/"
"异形：契约-番外：十字路口 / Alien: Covenant - Prologue: The Cr...","3","2019/01/15","","2017/04/22","美国","https://movie.douban.com/subject/27070044/"
"异形：契约-番外：最后的晚餐 / Alien: Covenant - Prologue: Last...","3","2019/01/15","","2017/02/22","美国","https://movie.douban.com/subject/27028944/"
"异形：契约-番外：认识沃尔特 / Alien: Covenant - Prologue: Meet...","3","2019/01/15","","2017/03/10","美国","https://movie.douban.com/subject/27073264/"
"普罗米修斯 / Prometheus","4","2019/01/15","","2012/06/08","美国","https://movie.douban.com/subject/3771562/"
"异形大战铁血战士 / AVP: Alien vs. Predator","2","2019/01/15","","2004/08/13","美国","https://movie.douban.com/subject/1308769/"
"异形大战铁血战士2 / AVPR: Aliens vs. Predator – Requiem","2","2019/01/15","","2007/12/25","美国","https://movie.douban.com/subject/1578502/"
"闪灵 / The Shining","5","2019/01/15","","1980/05/23","美国","https://movie.douban.com/subject/1292225/"
"2001太空漫游 / 2001: A Space Odyssey","5","2019/01/15","","1968/04/02","华盛顿首映","https://movie.douban.com/subject/1292226/"
"雨中曲 / Singin' in the Rain","5","2019/01/14","","1952/04/11","美国","https://movie.douban.com/subject/1293460/"
"大黄蜂 / Bumblebee","3","2019/01/12","给个情怀分","2018/12/21","美国","https://movie.douban.com/subject/26394152/"
"变形金刚 / Transformers","3","2019/01/12","","2007/07/03","美国","https://movie.douban.com/subject/1794171/"
"变形金刚2 / Transformers: Revenge of the Fallen","3","2019/01/12","","2009/06/19","英国","https://movie.douban.com/subject/2146991/"
"变形金刚3 / Transformers: Dark of the Moon","3","2019/01/12","","2011/06/29","美国","https://movie.douban.com/subject/3610047/"
"变形金刚4：绝迹重生 / Transformers: Age of Extinction","3","2019/01/12","","2014/06/19","中国香港首映","https://movie.douban.com/subject/7054604/"
"毒液：致命守护者 / Venom","3","2019/01/12","","2018/10/05","美国","https://movie.douban.com/subject/3168101/"
"复仇者联盟 / The Avengers","3","2019/01/12","","2012/05/04","美国","https://movie.douban.com/subject/1866479/"
"黑豹 / Black Panther","2","2019/01/12","","2018/02/16","美国","https://movie.douban.com/subject/6390825/"
"复仇者联盟2：奥创纪元 / Avengers: Age of Ultron","3","2019/01/12","","2015/05/01","美国","https://movie.douban.com/subject/10741834/"
"钢铁侠3 / Iron Man 3","3","2019/01/12","","2013/04/18","伦敦首映","https://movie.douban.com/subject/3231742/"
"蚁人 / Ant-Man","3","2019/01/12","","2015/07/17","美国","https://movie.douban.com/subject/1866473/"
"美国队长3 / Captain America: Civil War","3","2019/01/12","","2016/04/12","加州首映","https://movie.douban.com/subject/25820460/"
"奇异博士 / Doctor Strange","3","2019/01/12","","2016/10/25","英国","https://movie.douban.com/subject/3025375/"
"钢铁侠 / Iron Man","3","2019/01/12","","2008/04/14","悉尼首映","https://movie.douban.com/subject/1432146/"
"银河护卫队 / Guardians of the Galaxy","3","2019/01/12","","2014/07/21","洛杉矶首映","https://movie.douban.com/subject/7065154/"
"钢铁侠2 / Iron Man 2","3","2019/01/12","","2010/05/07","中国大陆","https://movie.douban.com/subject/3066739/"
"死侍 / Deadpool","4","2019/01/12","","2016/02/12","美国","https://movie.douban.com/subject/3718279/"
"美国队长 / Captain America: The First Avenger","3","2019/01/12","","2011/07/19","加州首映","https://movie.douban.com/subject/2138838/"
"雷神 / Thor","3","2019/01/12","","2011/05/06","美国","https://movie.douban.com/subject/1866471/"
"美国队长2 / Captain America: The Winter Soldier","3","2019/01/12","","2014/03/13","加州首映","https://movie.douban.com/subject/6390823/"
"雷神2：黑暗世界 / Thor: The Dark World","3","2019/01/12","","2013/11/08","中国大陆","https://movie.douban.com/subject/6560058/"
"X战警：天启 / X-Men: Apocalypse","3","2019/01/12","","2016/05/09","伦敦首映","https://movie.douban.com/subject/25786060/"
"金刚狼3：殊死一战 / Logan","5","2019/01/12","","2017/02/17","柏林电影节","https://movie.douban.com/subject/25765735/"
"X战警：逆转未来 / X-Men: Days of Future Past","4","2019/01/12","","2014/05/23","美国","https://movie.douban.com/subject/10485647/"
"无敌浩克 / The Incredible Hulk","3","2019/01/12","","2008/06/13","美国","https://movie.douban.com/subject/1866475/"
"X战警 / X-Men","4","2019/01/12","","2000/07/14","美国","https://movie.douban.com/subject/1295250/"
"蜘蛛侠 / Spider-Man","4","2019/01/12","","2002/05/03","美国","https://movie.douban.com/subject/1306612/"
"金刚狼 / X-Men Origins: Wolverine","4","2019/01/12","","2009/05/01","美国","https://movie.douban.com/subject/1792928/"
"超凡蜘蛛侠2 / The Amazing Spider-Man 2","3","2019/01/12","","2014/05/02","美国","https://movie.douban.com/subject/6082518/"
"蜘蛛侠2 / Spider-Man 2","5","2019/01/12","","2004/06/30","美国","https://movie.douban.com/subject/1308570/"
"X战警：第一战 / X-Men: First Class","3","2019/01/12","","2011/05/25","纽约首映","https://movie.douban.com/subject/3168089/"
"X战警2 / X2","4","2019/01/12","","2003/05/02","美国","https://movie.douban.com/subject/1305724/"
"金刚狼2 / The Wolverine","3","2019/01/12","","2013/07/26","美国","https://movie.douban.com/subject/3718424/"
"X战警3：背水一战 / X-Men: The Last Stand","4","2019/01/12","","2006/05/22","戛纳电影节","https://movie.douban.com/subject/1401524/"
"蜘蛛侠3 / Spider-Man 3","4","2019/01/12","","2007/05/01","中国大陆","https://movie.douban.com/subject/1418189/"
"神奇四侠 / Fantastic Four","3","2019/01/12","","2005/07/08","美国","https://movie.douban.com/subject/1309103/"
"神奇四侠2 / Fantastic 4: Rise of the Silver Surfer","3","2019/01/12","","2007/06/15","美国","https://movie.douban.com/subject/1584750/"
"绿巨人浩克 / Hulk","3","2019/01/12","","2003/06/20","美国","https://movie.douban.com/subject/1307354/"
"神奇四侠2015 / Fantastic Four","1","2019/01/12","","2015/08/07","美国","https://movie.douban.com/subject/4014396/"
"灵魂战车 / Ghost Rider","3","2019/01/12","","2007/02/16","美国","https://movie.douban.com/subject/1482077/"
"灵魂战车2：复仇时刻 / Ghost Rider: Spirit of Vengeance","3","2019/01/12","","2011/12/11","美国","https://movie.douban.com/subject/3077408/"
"超胆侠 / Daredevil","2","2019/01/12","","2003/02/14","美国","https://movie.douban.com/subject/1307311/"
"神奇四侠 / The Fantastic Four","3","2019/01/12","","1994/05/31","美国","https://movie.douban.com/subject/4263789/"
"探员卡特 / Marvel One-Shot: Agent Carter","3","2019/01/12","","","","https://movie.douban.com/subject/25662063/"
"惩罚者2：战争特区 / Punisher: War Zone","3","2019/01/12","","","","https://movie.douban.com/subject/1871800/"
"惩罚者 / The Punisher","3","2019/01/12","","2004/04/16","美国","https://movie.douban.com/subject/1305686/"
"艾丽卡 / Elektra","3","2019/01/12","","","","https://movie.douban.com/subject/1308998/"
"天赋异禀 第一季 / The Gifted Season 1","3","2019/01/12","","2017/10/02","美国","https://movie.douban.com/subject/26908002/"
"神盾局特工 第一季 / Agents of S.H.I.E.L.D. Season 1","3","2019/01/12","","2013/09/24","美国","https://movie.douban.com/subject/19938222/"
"神盾局特工 第二季 / Agents of S.H.I.E.L.D. Season 2","3","2019/01/12","","2014/09/23","美国","https://movie.douban.com/subject/25851827/"
"天赋异禀 第二季 / The Gifted Season 2","2","2019/01/12","","2018/09/25","美国","https://movie.douban.com/subject/27623045/"
"神盾局特工 第三季 / Agents of S.H.I.E.L.D. Season 3","4","2019/01/12","","2015/09/29","美国","https://movie.douban.com/subject/26384798/"
"闪电侠 第一季 / The Flash Season 1","3","2019/01/12","","2014/10/07","美国","https://movie.douban.com/subject/24883222/"
"神盾局特工 第五季 / Agents of S.H.I.E.L.D. Season 5","4","2019/01/12","","2017/12/01","美国","https://movie.douban.com/subject/27042712/"
"夜魔侠 第三季 / Daredevil Season 3","3","2019/01/12","","2018/10/19","美国","https://movie.douban.com/subject/26841619/"
"夜魔侠 第一季 / Daredevil Season 1","3","2019/01/12","","2015/04/10","美国","https://movie.douban.com/subject/25769160/"
"神盾局特工 第四季 / Agents of S.H.I.E.L.D. Season 4","4","2019/01/12","","2016/09/20","美国","https://movie.douban.com/subject/26740391/"
"大群 第一季 / Legion Season 1","5","2019/01/12","","2017/02/08","美国","https://movie.douban.com/subject/26641716/"
"特工卡特 第一季 / Agent Carter Season 1","3","2019/01/12","","2015/01/06","美国","https://movie.douban.com/subject/25867544/"
"惩罚者 第一季 / The Punisher Season 1","2","2019/01/12","","2017/11/17","美国","https://movie.douban.com/subject/26710394/"
"夜魔侠 第二季 / Daredevil Season 2","3","2019/01/12","","2016/03/18","美国","https://movie.douban.com/subject/26373110/"
"离家童盟 第二季 / Runaways Season 2","1","2019/01/12","","2018/12/21","美国","https://movie.douban.com/subject/27659399/"
"特工卡特 第二季 / Agent Carter Season 2","3","2019/01/12","","2016/01/19","美国","https://movie.douban.com/subject/26384783/"
"杰西卡·琼斯 第一季 / Jessica Jones Season 1","4","2019/01/12","","2015/11/20","美国","https://movie.douban.com/subject/25769161/"
"大群 第二季 / Legion Season 2","5","2019/01/12","","2018/04/03","美国","https://movie.douban.com/subject/26997532/"
"杰西卡·琼斯 第二季 / Jessica Jones Season 2","4","2019/01/12","","2018/03/08","美国","https://movie.douban.com/subject/26710532/"
"捍卫者联盟 / The Defenders","2","2019/01/12","","2017/08/18","美国","https://movie.douban.com/subject/26293633/"
"铁拳 第一季 / Iron Fist Season 1","2","2019/01/12","","2017/03/17","美国","https://movie.douban.com/subject/25769159/"
"海王 / Aquaman","2","2019/01/12","","2018/12/07","中国大陆","https://movie.douban.com/subject/3878007/"
"蝙蝠侠：黑暗骑士 / The Dark Knight","5","2019/01/12","","2008/07/14","纽约首映","https://movie.douban.com/subject/1851857/"
"正义联盟 / Justice League","2","2019/01/12","","2017/11/17","美国","https://movie.douban.com/subject/2158490/"
"自杀小队 / Suicide Squad","1","2019/01/12","","2016/08/05","美国","https://movie.douban.com/subject/3569910/"
"蝙蝠侠：侠影之谜 / Batman Begins","5","2019/01/12","","2005/06/15","美国","https://movie.douban.com/subject/1309069/"
